"title","icon","rating","tagline","titles"
"Easy AB","https://apps.shopifycdn.com/listing_images/0ebb33743c0ed343f0666ba5e9f64240/icon/c11077395ecfcf46dd47924f5af84214.png?height=84&width=84",1,"Accurate split-testing made easy.","Easy AB	(1)"
"Hyperspeed ‑ Advanced Speed","https://apps.shopifycdn.com/listing_images/d7c4f9085ff2cca03daeb84d174d18da/icon/36c70caaad1432f538bf5aeff8c354a0.png?height=84&width=84",4.7,"The most advanced speed optimizer and image compressor.","Hyperspeed ‑ Advanced Speed	(4.7)"
"Letters","https://apps.shopifycdn.com/listing_images/8de4093208d0db10cbe23a31a315c9b1/icon/9ed549d760fb2dc6af1ce95eb4e65b0b.jpg?height=84&quality=90&width=84",5,"費用対効果の高いマーケティングを実現する日本初のリファラル(紹介)マーケティングツール","Letters	(5)"
"Amp.ai Personalized Discounts","https://apps.shopifycdn.com/listing_images/aa9e755f713c147376c86541e42acb37/icon/de1cd63568cdf2e36c400ec8f89a21e8.png?height=84&width=84",0,"Automatically offer personalized discounts & convert customers","Amp.ai Personalized Discounts	(0)"
"PricingBot","https://apps.shopifycdn.com/listing_images/fd23dbf9fbaf4472f87f317f5f086a97/icon/b6d1959d53bca2079e76c347dfc08b28.png?height=84&width=84",0,"Find your competitors and track their prices.","PricingBot	(0)"
"eCommerce Supply Chain","https://apps.shopifycdn.com/listing_images/cc46328c3f00624d9efa5fe218660d6a/icon/36d9358045605f3a2e959f9f44bdf38d.jpg?height=84&quality=90&width=84",4,"One Click Add Products To Your Shopify Store","eCommerce Supply Chain	(4)"
"Me‑Zur Me","https://apps.shopifycdn.com/listing_images/c4fe3832069e32589def0f77f86ddc9e/icon/4b112a8d552ea4948d31e2bdfd188fcc.png?height=84&width=84",0,"Ensuring Confidence in Each Purchase","Me‑Zur Me	(0)"
"Cart Animator & Button Style","https://apps.shopifycdn.com/listing_images/5bb95834631c1d125c5272af36cc99c0/icon/cce95a28b812d397c2bdf62d04b29f99.png?height=84&width=84",5,"Cart Button & Buy Now Button Animation & Shaker & Designer","Cart Animator & Button Style	(5)"
"Front Systems","https://apps.shopifycdn.com/listing_images/298b6300fb404ba3045dcccd278771ac/icon/4af9dcea53345bdbc8aebde0a46b194e.png?height=84&width=84",5,"Improve master data, stock accuracy and sell in-store with POS","Front Systems	(5)"
"MuseFind Influencer Platform","https://apps.shopifycdn.com/listing_images/083681484873894f593093643f7468ee/icon/58004c0a632c0679efdeef68329a7ee1.png?height=84&width=84",3.5,"Grow Your Business By Collaborating With Influencers","MuseFind Influencer Platform	(3.5)"
"Power Pricer","https://apps.shopifycdn.com/listing_images/15b3cc62f9538b0e22383247210e207a/icon/391698d5d835310268516f5f4c4662a1.png?height=84&width=84",0,"Your ultimate pricing agent to stay ahead of your competitors!","Power Pricer	(0)"
"Get Notified","https://apps.shopifycdn.com/listing_images/e5962fe43608b6858ab27ccec672db88/icon/bd6890d31c9ac045a3d59e2f8a4a992d.png?height=84&width=84",0,"Custom advanced admin notifications for your store.","Get Notified	(0)"
"Old Product Collection Booster","https://apps.shopifycdn.com/listing_images/5fbf7363122708c5492c0d8119cdc45e/icon/585baa00d2d2340fa2015f2d9f01dbb1.png?height=84&width=84",2.2,"Automatically discover, recommend, and sell old inventory","Old Product Collection Booster	(2.2)"
"Campfire","https://apps.shopifycdn.com/listing_images/d22089f59848cd22a68f7e0884cc21d6/icon/4a797994431077f07b6660f6249d8e3d.png?height=84&width=84",0,"Stories for your store","Campfire	(0)"
"On Time Delivery","https://apps.shopifycdn.com/listing_images/5814587a4a574195d92a6acd49efec51/icon/c3a7cfff1cb7a5abb3d05c3f4ca6612f.png?height=84&width=84",4.6,"Best for Local Delivery Shipping Date and Time option","On Time Delivery	(4.6)"
"Marsello: Email, SMS & Loyalty","https://apps.shopifycdn.com/listing_images/01610b7070e1a444e4229cbef477e025/icon/573fd08d59e91ed2680ee1e390f76802.png?height=84&width=84",4.5,"Grow sales with a custom reward program, SMS & email","Marsello: Email, SMS & Loyalty	(4.5)"
"Agiliron","https://apps.shopifycdn.com/listing_images/836f8185a87cafd3ee31db3cb3cd6433/icon/142f291fbdc569c92e29f0ca1e36ac9b.png?height=84&width=84",5,"Sell More in More Places. But Manage in One.","Agiliron	(5)"
"Pix Cart Animator","https://apps.shopifycdn.com/listing_images/a3fb628d325b05bc2f81649e6e719051/icon/940b9104763c4a9f9ee9f3c9e1c4a941.png?height=84&width=84",5,"Make your add to cart button dance","Pix Cart Animator	(5)"
"Liana · Rewards & Loyalty","https://apps.shopifycdn.com/listing_images/6d39edbdfcf53386322f969226eaea61/icon/59d76a9b50c90e8b1490e5214f3c6bf5.png?height=84&width=84",4.6,"Make your customers addicted to your shop","Liana · Rewards & Loyalty	(4.6)"
"Livezify ‑ Live Chat","https://apps.shopifycdn.com/listing_images/db53fcfc8609b67ac2351c5365d8ce14/icon/6e5183bcba645274edb8943a35a5bab2.png?height=84&width=84",5,"Chat with your customers in real-time, Easy to use.","Livezify ‑ Live Chat	(5)"
"priceOps ‑ Dynamic prices","https://apps.shopifycdn.com/listing_images/c4c6574044d3f5af1d05c427bea7bbc3/icon/68fa13adc4c5b3575b0f12619014bec8.png?height=84&width=84",0,"Increase sales with price segmentation by stock levels.","priceOps ‑ Dynamic prices	(0)"
"Zigpoll ‑ Survey & Form Popup","https://apps.shopifycdn.com/listing_images/03b0ee31c378e592b1c5c9da3dbe6651/icon/d27edcde318c0fcb91c0b446f6818f2a.png?height=84&width=84",5,"Embed polls, post purchase surveys, contact & feedback forms","Zigpoll ‑ Survey & Form Popup	(5)"
"BOXY Fastway & Australia Post","https://apps.shopifycdn.com/listing_images/08300709c59bab7c9e1ccea70ec30149/icon/85bdf8f28ccbcc761eb2d2d9a5557d87.png?height=84&width=84",5,"Fastway, Australia Post shipping prices & Product Dimensions","BOXY Fastway & Australia Post	(5)"
"Anvanto SEO HTML Sitemap","https://apps.shopifycdn.com/listing_images/8b8e01a9e9cac25053ec5df49905c340/icon/ddfb9beaaf99427826f95b0e8c9c5b42.png?height=84&width=84",5,"Improve SEO positions with automatically generated sitemap","Anvanto SEO HTML Sitemap	(5)"
"QuickPrint","https://apps.shopifycdn.com/listing_images/bedac1acacaf3128e899409d048e7088/icon/f510a14ddbbfb15e49e7213cc5e8f0d2.png?height=84&width=84",5,"Batch print Invoices, Receipts, Packing Slips and Pick Lists","QuickPrint	(5)"
"Quantity Breaks & Discounts","https://apps.shopifycdn.com/listing_images/0ffd7d0d32410294158a3dd5edd24b1d/icon/f401fc254dc218272816b391a8798bc0.png?height=84&width=84",4.1,"Advanced Quantity Breaks, Tiered Pricing and Volume Discounts.","Quantity Breaks & Discounts	(4.1)"
"ZigZag Global","https://apps.shopifycdn.com/listing_images/41a7dbfa3270b7aa3d610e4161e9c430/icon/2ea38b9f5d92c4a94e25c669f357053a.jpg?height=84&quality=90&width=84",0,"ZigZag helps retailers manage returns globally","ZigZag Global	(0)"
"Reserve In‑Store","https://apps.shopifycdn.com/listing_images/02f9f464e9987363c0af8ef5cf66c48b/icon/d434f4357e33e0d9de0c8243c466bf18.png?height=84&width=84",5,"Let customers reserve products online for in-store pickup","Reserve In‑Store	(5)"
"Gift Box — Free Gift Motivator","https://apps.shopifycdn.com/listing_images/a2e8c6bdbfcd0d0fdd7645abdcc42266/icon/375dacd9d892b4eb25e53eb6a7e0ce5e.png?height=84&width=84",4.8,"Free gifts with purchase, free products, gift cards, gift wrap","Gift Box — Free Gift Motivator	(4.8)"
"Mobile App Builder ‑ JCurve","https://apps.shopifycdn.com/listing_images/e9ef37aba04afbf72444b7b5a84e925e/icon/8bf2eb1c5b2e63736bca79ab91e1161f.png?height=84&width=84",4.9,"Launch High Quality iOS, Android App Quickly & Maximize Sales","Mobile App Builder ‑ JCurve	(4.9)"
"Related Products by Tag","https://apps.shopifycdn.com/listing_images/ab7475b1fe8cf9b214cdfe355724a8eb/icon/7b9a0715879f5585d8e9df6c32ef4e34.png?height=84&width=84",5,"Show Related Products & Recently Bought Together products","Related Products by Tag	(5)"
"Designar ‑ AR builder","https://apps.shopifycdn.com/listing_images/fe01921ce6706fe9bae51933c10e2680/icon/5bb66cde98644e2556aee1e2d89baa6b.jpg?height=84&quality=90&width=84",1.8,"Build AR experiences for your online store","Designar ‑ AR builder	(1.8)"
"Happy Fastmag","https://apps.shopifycdn.com/listing_images/1ddd2911ba30a08ceea6d169d1ff51bb/icon/bc4d222a9f7ead73a6a105c188d70897.jpg?height=84&quality=90&width=84",5,"The official Fastmag App","Happy Fastmag	(5)"
"Easy Announce Bar","https://apps.shopifycdn.com/listing_images/b4c846e7f74a0f6404960faeafe9041f/icon/5b38156bb635d97559a71a260dccfec0.jpg?height=84&quality=90&width=84",5,"Show bars in different countries and different pages","Easy Announce Bar	(5)"
"Bundlify ‑ Cross selling boost","https://apps.shopifycdn.com/listing_images/7c00b8584e5542a322a58b0fefc4478c/icon/0df82046ca6b5520816315ead58b6b16.png?height=84&width=84",4.6,"Product bundles increase your sale by suggested products","Bundlify ‑ Cross selling boost	(4.6)"
"Sac Digital App","https://apps.shopifycdn.com/listing_images/894a208362305ff72d79f75ac10dd551/icon/1ff9ac43f2627794ca8a15e74440e38f.png?height=84&width=84",1,"Envie agora notificações via WhatsApp para os seus clientes.","Sac Digital App	(1)"
"Sales Pop up ‑ Social Proof","https://apps.shopifycdn.com/listing_images/b40b566cff7cff84be1b458d929b1642/icon/ea6a4a7e45a63d72ced4f32241af99c6.png?height=84&width=84",4.6,"Sales Popup urgency, Social Proof, Stock Countdown Timer bar","Sales Pop up ‑ Social Proof	(4.6)"
"Zoho Survey","https://apps.shopifycdn.com/listing_images/22ff7101796e801bce67c471f72d5b29/icon/a610d9f79f865077916f7e4b34588466.png?height=84&width=84",1,"Send unlimited customer feedback surveys, find happy customers","Zoho Survey	(1)"
"Weex Product Bundles","https://apps.shopifycdn.com/listing_images/974b690679819561d83f02dc6202ce78/icon/09d2dca9726ac3f8b0b2f99dd41f5db6.png?height=84&width=84",0,"Showcase stunning looks and upsell with easy product bundles","Weex Product Bundles	(0)"
"Mobile Menu & Navigation","https://apps.shopifycdn.com/listing_images/9efb60520f9ea69a131315711da40228/icon/7ce10d54c63cdbd0e371ee7af8f65d80.jpg?height=84&quality=90&width=84",4.8,"Increase mobile sales with a professional mobile menu","Mobile Menu & Navigation	(4.8)"
"Erply POS Integration","https://apps.shopifycdn.com/listing_images/b41ba36f93c9fd91435f79ee9e3ade5a/icon/e6ff606ae0b931e74a24dc803bef3871.png?height=84&width=84",2.1,"Point of Sale, inventory management and robust reporting","Erply POS Integration	(2.1)"
"IWD Product / Feature Request","https://apps.shopifycdn.com/listing_images/6a93a04903daab7d44635420efd4fd3b/icon/4e020a4a0d4dcc859920ca55fbeb0e5c.jpg?height=84&quality=90&width=84",0,"Develop and enhance products based on customer driven data.","IWD Product / Feature Request	(0)"
"Sticky Add to Cart Button","https://apps.shopifycdn.com/listing_images/bdbb2d98cdc79bdebb661203ae0a87f4/icon/7fe051f66556166b3ab45bcd9d437a42.png?height=84&width=84",0,"Increase your conversion rate with Sticky Add to Cart Button","Sticky Add to Cart Button	(0)"
"MONKEY MERCH","https://apps.shopifycdn.com/listing_images/fa1216ebe12bf5bac9bc280ec4cccb9b/icon/beb7f6453ce2cfa205fbc0aacd946309.jpg?height=84&quality=90&width=84",5,"Sorting Made Simple, Visually Merchandise Collections","MONKEY MERCH	(5)"
"Geo AI ‑ Collections Generator","https://apps.shopifycdn.com/listing_images/1e26e2cce9fe079615d995258d922b7c/icon/42341532e20243a609c7e47c6a10deac.png?height=84&width=84",4.9,"Geo-Targeted Best Sellers Collections","Geo AI ‑ Collections Generator	(4.9)"
"RR‑LinX","https://apps.shopifycdn.com/listing_images/e439d00f4786be5e786c14b0b935eaa7/icon/624d57812c1fbb9e415aa9afd3d75a0b.png?height=84&width=84",0,"Bringing Your Links To Life","RR‑LinX	(0)"
"AdCurve","https://apps.shopifycdn.com/listing_images/255b6e4eb374072eeeed3edec1350d0e/icon/3b3282b504dba1c6827762047bead330.png?height=84&width=84",5,"Making your ads profitable","AdCurve	(5)"
"Speedyman Envios","https://apps.shopifycdn.com/listing_images/3131a57823afdd25f75c460a0b875b1f/icon/32edbecef537e29bb6917ae88685f0da.jpg?height=84&quality=90&width=84",0,"Envios ecologicos en Santiago de Chile","Speedyman Envios	(0)"
"AI Product Recommendations","https://apps.shopifycdn.com/listing_images/f1c62eb7cc25b3505c2db89353985f69/icon/ee0b1a08624a2dda746796adb8587b13.png?height=84&width=84",4.8,"Increase sales with AI : Search & Recommendations","AI Product Recommendations	(4.8)"
"OC Check","https://apps.shopifycdn.com/listing_images/fae01d6e103268678aa7931f875b1264/icon/971fbc02ced3f54971557b94adb755c8.png?height=84&width=84",5,"To check customer and secure them","OC Check	(5)"
"Beauty License Verification","https://apps.shopifycdn.com/listing_images/5714b574d7c838bc15369a664827456f/icon/079db65ce054faa2f985c8ca2883e854.png?height=84&width=84",0,"Sell directly to verified, licensed beauty professionals.","Beauty License Verification	(0)"
"Sticky Add To Cart + Popup","https://apps.shopifycdn.com/listing_images/c37c6cfdc60dd52d46335d3a86c16cc5/icon/f39445196082ab90afff1043a8e9ca0a.png?height=84&width=84",4.6,"Boost Sales with Sticky Cart Button + Quick Buy + Pop up","Sticky Add To Cart + Popup	(4.6)"
"Bullseye Store Locator","https://apps.shopifycdn.com/listing_images/48fc6de7afb06d5a3a6ed160b7f5ca93/icon/2e03667980a213f3cbe62eac500ee6e8.jpg?height=84&quality=90&width=84",5,"The store locator platform for location marketers","Bullseye Store Locator	(5)"
"Calio Shipping Rate Calculator","https://apps.shopifycdn.com/listing_images/825bbddf378424a83e7d40b8815ccba3/icon/e621ba9a38ccb07fa7f7d4d9164a2014.png?height=84&width=84",5,"Display estimate shipping rate, delivery date and delivery day","Calio Shipping Rate Calculator	(5)"
"Pop‑up Sales Booster","https://apps.shopifycdn.com/listing_images/a282de1d5f63fa77bc521f995e09a4d9/icon/2088df3b6c5c8609a7d627d4cfc64e03.png?height=84&width=84",5,"Increase your sales with fully customizable mini pop-ups.","Pop‑up Sales Booster	(5)"
"Koin Rewards","https://apps.shopifycdn.com/listing_images/45fe893132c04dcb916e0955b356efcc/icon/52287b1ab67af9088d5e3c7cabf5e6f8.png?height=84&width=84",0,"It's time to reward responsible, ethical & sustainable actions","Koin Rewards	(0)"
"Data Backups & Recovery","https://apps.shopifycdn.com/listing_images/4b068749bd5fa01fd3e41843c5df1636/icon/2c9a8b97d8ae207c80166922d98bd42b.png?height=84&width=84",3.4,"Automatic, revision based backups & rollback of store updates","Data Backups & Recovery	(3.4)"
"Segments Analytics","https://apps.shopifycdn.com/listing_images/c44ab811aa718027c325959682dc4502/icon/cab767a4658e5f677f34abd309582c05.png?height=84&width=84",5,"Increase repeat revenue with prebuilt segmentation & insights","Segments Analytics	(5)"
"Dynamic Product Options","https://apps.shopifycdn.com/listing_images/f0c6fc5eabe2a32b04d6dccd0fce4540/icon/0dc97473be879ccde0f38e3a0b6acafe.png?height=84&width=84",4.9,"The ultimate app to manage custom options & price calculators","Dynamic Product Options	(4.9)"
"Variants on collection page","https://apps.shopifycdn.com/listing_images/751b1eceee7b1807de302ecad6ca51de/icon/a816786f71f2dc4ed0b52b9463029f04.jpg?height=84&quality=90&width=84",4.8,"Show variants on collection pages as separate products","Variants on collection page	(4.8)"
"Product Inventory Information","https://apps.shopifycdn.com/listing_images/a4296a948648c0de572e901e529f8a9a/icon/ac452c8d9f8d907787b6b7448b6382b4.png?height=84&width=84",5,"Display Multi Location Inventory, Store Pickup & Geolocation","Product Inventory Information	(5)"
"Orders Proofy | Sales Pop","https://apps.shopifycdn.com/listing_images/658e10af4aa5afe46f9245557449b062/icon/ac009c9cc25f7ce88854e43e56f3f958.png?height=84&width=84",2.7,"Show real time notifications of recent orders and boost sales","Orders Proofy | Sales Pop	(2.7)"
"KS (SEO Keywords Suggester)","https://apps.shopifycdn.com/listing_images/cc914e3d0f842d04ddd70a2b72003dc3/icon/fd7a056c44bd95ba5b66a0e65c0184de.png?height=84&width=84",0,"Easily find new keywords to expand SEO reach of your pages!","KS (SEO Keywords Suggester)	(0)"
"Power Upsell — 1‑Click Upsells","https://apps.shopifycdn.com/listing_images/37849d2897a8073eaec863ef7af8abf3/icon/7420c736a6b650dec27d712d5c70d91a.png?height=84&width=84",0,"Increase Average Order Value & Revenue With Product Upsells","Power Upsell — 1‑Click Upsells	(0)"
"Digital Content Sales with DRM","https://apps.shopifycdn.com/listing_images/92a84dae54a7c0e46cb21e0ca9b5f51f/icon/eae5d9df8755609d82cf29e04e3a9ce5.png?height=84&width=84",5,"Sell DRM protected digital content","Digital Content Sales with DRM	(5)"
"Pix ‑ Trust Badges","https://apps.shopifycdn.com/listing_images/c115e5c2d438d1e16b17bd3d127ed6b7/icon/24a8b1d6a9647b9c102837e6198a1273.jpg?height=84&quality=90&width=84",3.5,"Trust Badges prove to your customers checkout system is safe","Pix ‑ Trust Badges	(3.5)"
"Pre‑Order Customizer","https://apps.shopifycdn.com/listing_images/b75430bf7a00514e98c347fc2b95c22d/icon/8f06f37a32a76dd595ecd20982cd17a1.png?height=84&width=84",1,"Professionally built easy to use Pre-Order management solution","Pre‑Order Customizer	(1)"
"Ali Reviews AliExpress Reviews","https://apps.shopifycdn.com/listing_images/1ff5e1954776a87c29b55388172a662f/icon/5c4bb7c7d21cb16b5e97705ca9fe3901.png?height=84&width=84",4.7,"Product Reviews, Photo Reviews, Top Review App to Boost Sales","Ali Reviews AliExpress Reviews	(4.7)"
"Inventory Monkey","https://apps.shopifycdn.com/listing_images/a31b91e55eaf533ca85f07f71dbced0d/icon/9a72705702264c9d1251ab9de71d0f13.png?height=84&width=84",5,"Update inventory and prices and out of stock monitoring","Inventory Monkey	(5)"
"QuickBooks Online/Xero Sync","https://apps.shopifycdn.com/listing_images/ff3b3f7f717719b04a2138d1ce7c88a8/icon/5301b7db021c4a78609c78eac4eea62a.png?height=84&width=84",4.8,"Sync Accounting, Orders, Inventory and Fees with QuickBooks","QuickBooks Online/Xero Sync	(4.8)"
"FireWall ‑ Store Protection","https://apps.shopifycdn.com/listing_images/4bb65fc5c1f9ca67d49703ce43e293c7/icon/6fc6fb9e6adc98c00c54c9c93320e450.png?height=84&width=84",4.8,"GeoIP/Country Restriction, Disable Mouse Right-Click","FireWall ‑ Store Protection	(4.8)"
"Quick View & Add To Cart","https://apps.shopifycdn.com/listing_images/ce5bb11b330277991f552e7f8f91a43a/icon/9db5f66276e864c3ba9491e2f2d74abd.png?height=84&width=84",0,"Quick View Product Details and Add To Cart In One Click.","Quick View & Add To Cart	(0)"
